text,legal_issue,bias_type,urgency,language,location,age,gender
Had to pay bribe for simple work.,bribery_corruption,none,urgent,English,Mumbai,37,other
Neighbour encroaching on my land.,property_dispute,caste_bias,normal,Hinglish,Bhopal,35,female
They refused to register FIR citing my Gender identity.,FIR_denial,gender_bias,distress,Hinglish,Bangalore,55,male
Mere pati mujhe maarte hain roz.,domestic_violence,none,urgent,Hinglish,Kolkata,33,male
Boss discriminating against me for being Class.,workplace_discrimination,class_bias,distress,Hinglish,Bangalore,28,other
Padosi mera zameen kabza kar raha hai.,property_dispute,caste_bias,distress,Hinglish,Chennai,41,male
My in-laws are torturing me for dowry.,dowry,none,urgent,Hinglish,Jaipur,25,male
Dowry ke liye mujhe mentally harass kiya ja raha hai.,dowry,caste_bias,normal,Hindi,Delhi,38,other
Sarkari office me bribe maang rahe hain.,bribery_corruption,gender_bias,normal,Hinglish,Jaipur,19,male
My in-laws are torturing me for dowry.,dowry,caste_bias,normal,Hindi,Mumbai,41,female
Mere landlord ne bina notice mujhe ghar se nikaal diya.,rent_eviction,gender_bias,distress,Hindi,Jaipur,58,male
Mujhe office me sexual harassment ho raha hai.,harassment,none,distress,Hinglish,Jaipur,34,male
Boss discriminating against me for being None.,workplace_discrimination,none,urgent,Hindi,Jaipur,43,female
Mujhe social media pe cyber bullying ka samna hai.,cyber_bullying,class_bias,normal,Hindi,Delhi,23,male
Shopkeeper fraud kiya mere saath.,consumer_rights,class_bias,distress,Hinglish,Chennai,52,male
Wife is denying me access to child.,child_custody,gender_bias,normal,Hinglish,Patna,50,other
Shopkeeper fraud kiya mere saath.,consumer_rights,class_bias,urgent,Hinglish,Kolkata,47,other
Office me biased treatment mil raha hai.,workplace_discrimination,none,urgent,Hinglish,Bangalore,49,other
Roz ghar pe violence hota hai.,domestic_violence,caste_bias,distress,Hinglish,Bangalore,49,female
Office wale badtameezi karte hain.,harassment,gender_bias,urgent,Hindi,Patna,39,male
Mujhe ghar se nikaalne ki dhamki di ja rahi hai.,rent_eviction,gender_bias,urgent,Hinglish,Jaipur,28,other
Sarkari office me bribe maang rahe hain.,bribery_corruption,class_bias,urgent,Hindi,Bhopal,59,female
Mujhe social media pe cyber bullying ka samna hai.,cyber_bullying,none,urgent,Hinglish,Mumbai,59,male
Labor laws ki dhajjiyan uda rahe hain.,labor_rights_violation,gender_bias,distress,Hinglish,Chennai,55,female
Had to pay bribe for simple work.,bribery_corruption,class_bias,normal,Hinglish,Bangalore,56,female
Property ka dispute chal raha hai.,property_dispute,caste_bias,urgent,Hinglish,Mumbai,56,other
Product defective hai aur return nahi le rahe.,consumer_rights,gender_bias,normal,English,Kolkata,36,female
Property ka dispute chal raha hai.,property_dispute,gender_bias,normal,Hinglish,Bhopal,19,female
Child custody dispute with spouse.,child_custody,caste_bias,normal,Hindi,Mumbai,20,male
Mujhe office me sexual harassment ho raha hai.,harassment,gender_bias,normal,Hindi,Hyderabad,33,female
They refused to register FIR citing my Class identity.,FIR_denial,class_bias,normal,Hindi,Jaipur,34,other
Dowry ke liye mujhe mentally harass kiya ja raha hai.,dowry,class_bias,distress,Hinglish,Mumbai,39,male
They refused to register FIR citing my Gender identity.,FIR_denial,gender_bias,distress,English,Bangalore,38,male
Product defective hai aur return nahi le rahe.,consumer_rights,class_bias,urgent,Hinglish,Kolkata,54,male
Roz ghar pe violence hota hai.,domestic_violence,class_bias,normal,Hindi,Patna,41,male
People are trolling and abusing me on social media.,cyber_bullying,class_bias,urgent,Hinglish,Lucknow,59,male
Had to pay bribe for simple work.,bribery_corruption,caste_bias,distress,English,Bhopal,39,male
Neighbour encroaching on my land.,property_dispute,caste_bias,urgent,English,Lucknow,59,other
Padosi mera zameen kabza kar raha hai.,property_dispute,gender_bias,distress,Hinglish,Lucknow,26,other
Wife is denying me access to child.,child_custody,gender_bias,distress,Hindi,Hyderabad,51,female
They refused to register FIR citing my Gender identity.,FIR_denial,gender_bias,normal,Hinglish,Patna,58,other
Child custody dispute with spouse.,child_custody,gender_bias,normal,Hindi,Kolkata,31,female
Shopkeeper fraud kiya mere saath.,consumer_rights,caste_bias,distress,Hindi,Mumbai,28,other
Landlord evicted me without any legal notice.,rent_eviction,gender_bias,normal,Hindi,Delhi,42,other
Property ka dispute chal raha hai.,property_dispute,gender_bias,normal,Hindi,Jaipur,48,other
Labor laws ki dhajjiyan uda rahe hain.,labor_rights_violation,class_bias,urgent,English,Bangalore,36,male
Bacche ki custody ka case hai court me.,child_custody,class_bias,normal,Hinglish,Hyderabad,40,other
Property ka dispute chal raha hai.,property_dispute,gender_bias,normal,Hinglish,Patna,18,other
Bacche ki custody ka case hai court me.,child_custody,none,urgent,Hinglish,Kolkata,19,male
My in-laws are torturing me for dowry.,dowry,none,normal,English,Patna,37,other
Child custody dispute with spouse.,child_custody,class_bias,urgent,Hinglish,Bhopal,22,other
They refused to register FIR citing my Caste identity.,FIR_denial,caste_bias,distress,Hinglish,Lucknow,28,male
Sarkari office me bribe maang rahe hain.,bribery_corruption,class_bias,urgent,Hindi,Delhi,44,male
Husband is beating me daily.,domestic_violence,none,urgent,Hinglish,Bhopal,35,female
Office wale badtameezi karte hain.,harassment,class_bias,normal,Hindi,Patna,51,other
People are trolling and abusing me on social media.,cyber_bullying,none,urgent,Hindi,Delhi,25,male
They refused to register FIR citing my None identity.,FIR_denial,none,normal,English,Bangalore,50,other
Mere landlord ne bina notice mujhe ghar se nikaal diya.,rent_eviction,gender_bias,urgent,Hindi,Lucknow,59,male
People are trolling and abusing me on social media.,cyber_bullying,none,normal,English,Mumbai,46,male
Police FIR nahi likh rahi kyunki main Class hoon.,FIR_denial,class_bias,distress,Hindi,Hyderabad,55,female
Labor laws ki dhajjiyan uda rahe hain.,labor_rights_violation,gender_bias,urgent,Hindi,Jaipur,50,male
They refused to register FIR citing my Class identity.,FIR_denial,class_bias,distress,Hindi,Lucknow,35,male
Husband is beating me daily.,domestic_violence,none,normal,Hindi,Kolkata,19,female
My in-laws are torturing me for dowry.,dowry,caste_bias,normal,Hinglish,Delhi,26,other
Sarkari office me bribe maang rahe hain.,bribery_corruption,caste_bias,normal,Hindi,Bangalore,46,male
My in-laws are torturing me for dowry.,dowry,none,normal,Hinglish,Chennai,29,male
They are making me work overtime without pay.,labor_rights_violation,caste_bias,normal,Hindi,Delhi,45,male
Property ka dispute chal raha hai.,property_dispute,caste_bias,normal,Hinglish,Patna,23,male
Mere pati mujhe maarte hain roz.,domestic_violence,class_bias,urgent,English,Lucknow,28,other
Product defective hai aur return nahi le rahe.,consumer_rights,class_bias,distress,English,Bhopal,24,female
Roz ghar pe violence hota hai.,domestic_violence,none,normal,Hinglish,Bangalore,38,male
Labor laws ki dhajjiyan uda rahe hain.,labor_rights_violation,caste_bias,normal,English,Chennai,18,female
Company salary nahi de rahi.,labor_rights_violation,caste_bias,normal,Hindi,Jaipur,21,male
Property ka dispute chal raha hai.,property_dispute,gender_bias,normal,Hinglish,Lucknow,37,male
Mujhe social media pe cyber bullying ka samna hai.,cyber_bullying,gender_bias,urgent,Hindi,Patna,29,male
Bacche ki custody ka case hai court me.,child_custody,gender_bias,normal,Hinglish,Hyderabad,49,other
Police is not filing my FIR because I am None.,FIR_denial,none,distress,English,Lucknow,47,male
They refused to register FIR citing my None identity.,FIR_denial,none,normal,Hinglish,Bangalore,28,other
Office me biased treatment mil raha hai.,workplace_discrimination,class_bias,distress,Hindi,Kolkata,39,female
Dowry ke liye mujhe mentally harass kiya ja raha hai.,dowry,none,distress,English,Jaipur,46,female
They are making me work overtime without pay.,labor_rights_violation,none,distress,English,Lucknow,31,female
My in-laws are torturing me for dowry.,dowry,none,normal,Hindi,Delhi,42,other
Mujhe social media pe cyber bullying ka samna hai.,cyber_bullying,none,urgent,Hindi,Chennai,28,male
Mujhe office me sexual harassment ho raha hai.,harassment,gender_bias,distress,Hindi,Bangalore,56,male
Office wale badtameezi karte hain.,harassment,gender_bias,urgent,English,Hyderabad,24,female
Dowry ke liye mujhe mentally harass kiya ja raha hai.,dowry,class_bias,urgent,Hindi,Mumbai,23,other
Property ka dispute chal raha hai.,property_dispute,gender_bias,distress,Hindi,Bhopal,26,female
Mujhe social media pe cyber bullying ka samna hai.,cyber_bullying,none,distress,Hindi,Delhi,34,female
They are making me work overtime without pay.,labor_rights_violation,gender_bias,normal,Hindi,Kolkata,37,male
Mujhe social media pe cyber bullying ka samna hai.,cyber_bullying,gender_bias,distress,English,Jaipur,56,other
Bacche ki custody ka case hai court me.,child_custody,caste_bias,normal,English,Patna,45,male
Landlord evicted me without any legal notice.,rent_eviction,caste_bias,distress,Hindi,Bangalore,41,female
Mujhe office me sexual harassment ho raha hai.,harassment,caste_bias,distress,Hinglish,Hyderabad,43,female
Product defective hai aur return nahi le rahe.,consumer_rights,gender_bias,distress,Hinglish,Bangalore,36,male
Mere sasural wale dowry maang rahe hain.,dowry,none,urgent,Hinglish,Bhopal,19,male
Mere landlord ne bina notice mujhe ghar se nikaal diya.,rent_eviction,gender_bias,normal,Hindi,Jaipur,59,other
People are trolling and abusing me on social media.,cyber_bullying,none,urgent,English,Bangalore,41,other
Husband is beating me daily.,domestic_violence,gender_bias,urgent,Hinglish,Patna,57,male
Mujhe office me sexual harassment ho raha hai.,harassment,caste_bias,urgent,English,Delhi,47,other
Labor laws ki dhajjiyan uda rahe hain.,labor_rights_violation,caste_bias,distress,English,Patna,46,other
Mere pati mujhe maarte hain roz.,domestic_violence,class_bias,distress,English,Mumbai,39,female
Police is not filing my FIR because I am Caste.,FIR_denial,caste_bias,urgent,Hinglish,Bhopal,23,female
Bacche ki custody ka case hai court me.,child_custody,class_bias,normal,English,Bangalore,34,female
Child custody dispute with spouse.,child_custody,gender_bias,distress,Hindi,Delhi,60,male
Mujhe social media pe cyber bullying ka samna hai.,cyber_bullying,class_bias,normal,Hindi,Bangalore,19,male
Labor laws ki dhajjiyan uda rahe hain.,labor_rights_violation,caste_bias,distress,Hinglish,Hyderabad,32,other
Dowry ke liye mujhe mentally harass kiya ja raha hai.,dowry,none,urgent,English,Chennai,49,other
Office wale badtameezi karte hain.,harassment,gender_bias,normal,Hinglish,Patna,34,other
Bacche ki custody ka case hai court me.,child_custody,none,urgent,Hinglish,Patna,46,other
They are making me work overtime without pay.,labor_rights_violation,none,urgent,English,Bhopal,52,female
Office me biased treatment mil raha hai.,workplace_discrimination,class_bias,distress,English,Bangalore,33,female
My in-laws are torturing me for dowry.,dowry,none,urgent,Hinglish,Lucknow,28,male
Promotion nahi mila kyunki main Caste hoon.,workplace_discrimination,caste_bias,normal,Hindi,Delhi,35,male
Wife is denying me access to child.,child_custody,gender_bias,distress,English,Mumbai,44,male
Child custody dispute with spouse.,child_custody,gender_bias,urgent,English,Bangalore,48,female
Neighbour encroaching on my land.,property_dispute,caste_bias,normal,English,Kolkata,37,male
Product defective hai aur return nahi le rahe.,consumer_rights,caste_bias,distress,English,Lucknow,32,other
Product defective hai aur return nahi le rahe.,consumer_rights,class_bias,distress,English,Chennai,51,other
I am being harassed at workplace by senior.,harassment,class_bias,urgent,Hindi,Bangalore,33,female
Corruption ho raha hai har jagah.,bribery_corruption,class_bias,distress,Hindi,Delhi,55,male
Neighbour encroaching on my land.,property_dispute,class_bias,urgent,English,Jaipur,54,female
Police is not filing my FIR because I am Caste.,FIR_denial,caste_bias,urgent,Hindi,Jaipur,39,other
Company salary nahi de rahi.,labor_rights_violation,gender_bias,urgent,Hinglish,Bangalore,60,male
Police FIR nahi likh rahi kyunki main None hoon.,FIR_denial,none,normal,Hindi,Kolkata,45,male
Corruption ho raha hai har jagah.,bribery_corruption,gender_bias,normal,Hindi,Jaipur,20,male
Dowry ke liye mujhe mentally harass kiya ja raha hai.,dowry,none,distress,English,Mumbai,49,female
Corruption ho raha hai har jagah.,bribery_corruption,gender_bias,distress,Hindi,Hyderabad,43,female
Promotion nahi mila kyunki main Class hoon.,workplace_discrimination,class_bias,urgent,Hindi,Mumbai,57,other
Mere landlord ne bina notice mujhe ghar se nikaal diya.,rent_eviction,none,normal,Hinglish,Patna,47,female
They refused to register FIR citing my Caste identity.,FIR_denial,caste_bias,distress,English,Delhi,49,female
Padosi mera zameen kabza kar raha hai.,property_dispute,none,distress,Hinglish,Delhi,44,female
Consumer complaint file karna hai.,consumer_rights,gender_bias,normal,English,Bhopal,34,male
Property ka dispute chal raha hai.,property_dispute,gender_bias,normal,English,Kolkata,19,female
Husband is beating me daily.,domestic_violence,gender_bias,urgent,English,Delhi,54,other
Husband is beating me daily.,domestic_violence,class_bias,normal,Hinglish,Jaipur,39,male
I am being harassed at workplace by senior.,harassment,none,normal,Hinglish,Bangalore,23,other
I am being harassed at workplace by senior.,harassment,caste_bias,distress,Hindi,Bangalore,54,other
They refused to register FIR citing my Gender identity.,FIR_denial,gender_bias,normal,English,Patna,38,female
Had to pay bribe for simple work.,bribery_corruption,caste_bias,normal,Hindi,Chennai,46,male
Bacche ki custody ka case hai court me.,child_custody,none,distress,Hinglish,Delhi,27,male
Police is not filing my FIR because I am Class.,FIR_denial,class_bias,distress,Hindi,Bangalore,58,male
Mere sasural wale dowry maang rahe hain.,dowry,none,normal,Hinglish,Bhopal,60,other
Shopkeeper fraud kiya mere saath.,consumer_rights,gender_bias,distress,Hinglish,Bangalore,48,female
Police FIR nahi likh rahi kyunki main Class hoon.,FIR_denial,class_bias,urgent,Hinglish,Delhi,27,female
Boss discriminating against me for being Caste.,workplace_discrimination,caste_bias,normal,Hindi,Kolkata,44,other
Mujhe ghar se nikaalne ki dhamki di ja rahi hai.,rent_eviction,class_bias,urgent,Hinglish,Chennai,21,male
Property ka dispute chal raha hai.,property_dispute,caste_bias,urgent,Hinglish,Lucknow,43,female
Mujhe social media pe cyber bullying ka samna hai.,cyber_bullying,gender_bias,distress,English,Patna,29,female
Mere landlord ne bina notice mujhe ghar se nikaal diya.,rent_eviction,none,urgent,Hinglish,Bhopal,39,female
Dowry ke liye mujhe mentally harass kiya ja raha hai.,dowry,none,normal,English,Lucknow,53,female
Mujhe social media pe cyber bullying ka samna hai.,cyber_bullying,class_bias,distress,Hinglish,Bhopal,18,male
Mere pati mujhe maarte hain roz.,domestic_violence,none,urgent,Hinglish,Bhopal,41,female
Corruption ho raha hai har jagah.,bribery_corruption,none,distress,Hindi,Lucknow,19,male
